SID,DeviceID,ObservationTimestp,LocalTimestp,AirTemperature,BarometricPressure,RelativeHumidity
2024-10-10T07:02:50Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:02:50,10/10/2024 3:02,27.29999924,1019.496328,55.26074219
2024-10-10T07:18:25Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:18:25,10/10/2024 3:18,27.40999985,1019.305313,54.25878906
2024-10-10T07:33:46Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:33:46,10/10/2024 3:33,27.29999924,1019.380234,55.54589844
2024-10-10T07:49:14Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:49:14,10/10/2024 3:49,27.42000008,1019.314219,52.22460938
2024-10-10T08:04:42Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:04:42,10/10/2024 4:04,27.52000046,1019.097422,51.57617188
2024-10-10T08:20:12Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:20:12,10/10/2024 4:20,27.38999939,1018.994219,53.46972656
2024-10-10T08:35:38Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:35:38,10/10/2024 4:35,27.27000046,1019.184375,53.5703125
2024-10-10T08:51:06Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:51:06,10/10/2024 4:51,27.25,1019.059766,53.19628906
2024-10-10T09:06:40Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:06:40,10/10/2024 5:06,27.20999908,1019.016094,53.76757813
2024-10-10T09:22:02Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:22:02,10/10/2024 5:22,27.11000061,1019.162344,53.68945313
2024-10-10T09:37:30Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:37:30,10/10/2024 5:37,26.73999977,1019.367813,59.57226563
2024-10-10T09:52:58Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:52:58,10/10/2024 5:52,26.34000015,1019.306719,60.61132813
2024-10-10T10:08:32Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:08:32,10/10/2024 6:08,25.57999992,1019.375469,66.22949219
2024-10-10T10:23:54Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:23:54,10/10/2024 6:23,24.56999969,1019.340156,85.265625
2024-10-10T10:39:22Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:39:22,10/10/2024 6:39,23.67000008,1019.423984,97.39160156
2024-10-10T10:54:50Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:54:50,10/10/2024 6:54,22.98999977,1019.431094,100
2024-10-10T11:10:24Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:10:24,10/10/2024 7:10,22.85000038,1019.600859,100
2024-10-10T11:25:46Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:25:46,10/10/2024 7:25,22.47999954,1019.709375,100
2024-10-10T11:41:14Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:41:14,10/10/2024 7:41,22.15999985,1019.755469,100
2024-10-10T11:56:42Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:56:42,10/10/2024 7:56,22.06999969,1019.809375,100
2024-10-10T12:12:10Z_2hq3byfebne,2hq3byfebne,2024-10-10 12:12:10,10/10/2024 8:12,22.18000031,1019.737813,100
2024-10-10T12:27:44Z_2hq3byfebne,2hq3byfebne,2024-10-10 12:27:44,10/10/2024 8:27,22.79999924,1019.450469,90.81054688
2024-10-10T12:43:06Z_2hq3byfebne,2hq3byfebne,2024-10-10 12:43:06,10/10/2024 8:43,23.5,1019.257656,80.92871094
2024-10-10T12:58:34Z_2hq3byfebne,2hq3byfebne,2024-10-10 12:58:34,10/10/2024 8:58,23.23999977,1019.135625,81.85449219
2024-10-10T13:14:08Z_2hq3byfebne,2hq3byfebne,2024-10-10 01:14:08,10/10/2024 9:14,23.15999985,1018.932266,81.13183594
2024-10-10T13:29:30Z_2hq3byfebne,2hq3byfebne,2024-10-10 01:29:30,10/10/2024 9:29,23.06999969,1019.101953,80.71679688
2024-10-10T13:45:05Z_2hq3byfebne,2hq3byfebne,2024-10-10 01:45:05,10/10/2024 9:45,22.81999969,1018.962344,81.26660156
2024-10-10T14:00:26Z_2hq3byfebne,2hq3byfebne,2024-10-10 02:00:26,10/10/2024 10:00,22.20000076,1018.843125,88.10742188
2024-10-10T14:16:00Z_2hq3byfebne,2hq3byfebne,2024-10-10 02:16:00,10/10/2024 10:16,21.87000084,1018.827188,92.22265625
2024-10-10T14:31:22Z_2hq3byfebne,2hq3byfebne,2024-10-10 02:31:22,10/10/2024 10:31,21.29000092,1018.785156,98.89355469
2024-10-10T14:46:50Z_2hq3byfebne,2hq3byfebne,2024-10-10 02:46:50,10/10/2024 10:46,20.84000015,1018.679609,100
2024-10-10T15:02:24Z_2hq3byfebne,2hq3byfebne,2024-10-10 03:02:24,10/10/2024 11:02,21.03000069,1018.476563,100
2024-10-10T15:17:46Z_2hq3byfebne,2hq3byfebne,2024-10-10 03:17:46,10/10/2024 11:17,21.15999985,1018.298984,100
2024-10-10T15:33:14Z_2hq3byfebne,2hq3byfebne,2024-10-10 03:33:14,10/10/2024 11:33,20.54999924,1018.15,100
2024-10-10T15:48:42Z_2hq3byfebne,2hq3byfebne,2024-10-10 03:48:42,10/10/2024 11:48,20.47999954,1018.043906,100
2024-10-10T16:04:10Z_2hq3byfebne,2hq3byfebne,2024-10-10 04:04:10,11/10/2024 12:04,22,1017.56,92.23242188
2024-10-10T16:19:38Z_2hq3byfebne,2hq3byfebne,2024-10-10 04:19:38,11/10/2024 12:19,22.20000076,1017.478672,87.9296875
2024-10-10T16:35:06Z_2hq3byfebne,2hq3byfebne,2024-10-10 04:35:06,11/10/2024 12:35,22.54000092,1017.386953,83.7734375
2024-10-10T16:50:34Z_2hq3byfebne,2hq3byfebne,2024-10-10 04:50:34,11/10/2024 12:50,22.76000023,1017.251719,80.94433594
2024-10-10T17:06:08Z_2hq3byfebne,2hq3byfebne,2024-10-10 05:06:08,11/10/2024 1:06,22.43000031,1017.210469,85.65332031
2024-10-10T17:21:30Z_2hq3byfebne,2hq3byfebne,2024-10-10 05:21:30,11/10/2024 1:21,21.97999954,1017.099531,93.72070313
2024-10-10T17:36:58Z_2hq3byfebne,2hq3byfebne,2024-10-10 05:36:58,11/10/2024 1:36,21.93000031,1017.073516,99.15332031
2024-10-10T17:52:26Z_2hq3byfebne,2hq3byfebne,2024-10-10 05:52:26,11/10/2024 1:52,21.65999985,1016.969219,100
2024-10-10T18:08:00Z_2hq3byfebne,2hq3byfebne,2024-10-10 06:08:00,11/10/2024 2:08,21.54999924,1016.961094,100
2024-10-10T18:23:22Z_2hq3byfebne,2hq3byfebne,2024-10-10 06:23:22,11/10/2024 2:23,20.86000061,1017.088594,100
2024-10-10T18:38:50Z_2hq3byfebne,2hq3byfebne,2024-10-10 06:38:50,11/10/2024 2:38,20.80999947,1017.035625,100
2024-10-10T18:54:18Z_2hq3byfebne,2hq3byfebne,2024-10-10 06:54:18,11/10/2024 2:54,20.76000023,1016.991641,100
2024-10-10T19:09:46Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:09:46,11/10/2024 3:09,20.79000092,1016.947344,100
2024-10-10T19:25:14Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:25:14,11/10/2024 3:25,20.54999924,1017.133828,100
2024-10-10T19:40:48Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:40:48,11/10/2024 3:40,20.63999939,1017.098125,100
2024-10-10T19:56:10Z_2hq3byfebne,2hq3byfebne,2024-10-10 07:56:10,11/10/2024 3:56,20.36000061,1017.116406,100
2024-10-10T20:11:38Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:11:38,11/10/2024 4:11,20.47999954,1017.089688,100
2024-10-10T20:27:06Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:27:06,11/10/2024 4:27,20.18000031,1017.302344,100
2024-10-10T20:42:34Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:42:34,11/10/2024 4:42,20.21999931,1017.567031,100
2024-10-10T20:58:02Z_2hq3byfebne,2hq3byfebne,2024-10-10 08:58:02,11/10/2024 4:58,19.88999939,1017.66375,100
2024-10-10T21:13:30Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:13:30,11/10/2024 5:13,20.03000069,1017.787578,100
2024-10-10T21:28:58Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:28:58,11/10/2024 5:28,19.87000084,1017.814063,100
2024-10-10T21:44:32Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:44:32,11/10/2024 5:44,19.77000046,1017.954766,100
2024-10-10T21:59:54Z_2hq3byfebne,2hq3byfebne,2024-10-10 09:59:54,11/10/2024 5:59,20.37000084,1018.220781,100
2024-10-10T22:15:22Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:15:22,11/10/2024 6:15,21.97999954,1018.109453,100
2024-10-10T22:30:50Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:30:50,11/10/2024 6:30,24.10000038,1018.227813,100
2024-10-10T22:46:18Z_2hq3byfebne,2hq3byfebne,2024-10-10 10:46:18,11/10/2024 6:46,24.63999939,1018.361563,94.625
2024-10-10T23:01:46Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:01:46,11/10/2024 7:01,25.51000023,1018.460313,89.14550781
2024-10-10T23:17:20Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:17:20,11/10/2024 7:17,26.21999931,1018.310469,78.68261719
2024-10-10T23:32:43Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:32:43,11/10/2024 7:32,28.13999939,1018.398438,67.78613281
2024-10-10T23:48:10Z_2hq3byfebne,2hq3byfebne,2024-10-10 11:48:10,11/10/2024 7:48,28.28000069,1018.17125,66.62207031
2024-10-11T00:03:44Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:03:44,11/10/2024 8:03,29.30999947,1018.322813,61.79589844
2024-10-11T00:19:06Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:19:06,11/10/2024 8:19,31.35000038,1018.191406,51.13574219
2024-10-11T00:34:35Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:34:35,11/10/2024 8:34,31.78000069,1018.23375,49.29882813
2024-10-11T00:50:02Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:50:02,11/10/2024 8:50,32.93000031,1018.410313,46.58496094
2024-10-11T01:05:30Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:05:30,11/10/2024 9:05,33.77999878,1018.345,44
2024-10-11T01:20:58Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:20:58,11/10/2024 9:20,33.27000046,1018.157813,45.27636719
2024-10-11T01:36:27Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:36:27,11/10/2024 9:36,34.02999878,1017.961563,44.49707031
2024-10-11T01:52:00Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:52:00,11/10/2024 9:52,34.27000046,1017.83875,43.24804688
2024-10-11T02:07:28Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:07:28,11/10/2024 10:07,33.72999954,1017.582344,46.84960938
2024-10-11T02:22:50Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:22:50,11/10/2024 10:22,33.90999985,1017.308984,45.11328125
2024-10-11T02:38:18Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:38:18,11/10/2024 10:38,35.00999832,1017.197031,41.91210938
2024-10-11T02:53:46Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:53:46,11/10/2024 10:53,35.79999924,1017.135625,41.875
2024-10-11T03:09:14Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:09:14,11/10/2024 11:09,35.40000153,1016.74625,43.51855469
2024-10-11T03:24:42Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:24:42,11/10/2024 11:24,35.22999954,1016.658047,42.24707031
2024-10-11T03:40:10Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:40:10,11/10/2024 11:40,35.99000168,1016.39875,44.51464844
2024-10-11T03:55:38Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:55:38,11/10/2024 11:55,37.18999863,1016.167969,37.13183594
2024-10-11T04:11:06Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:11:06,11/10/2024 12:11,37.47000122,1015.91,36.51171875
2024-10-11T04:26:34Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:26:34,11/10/2024 12:26,36.90999985,1015.588438,37.06445313
2024-10-11T04:42:02Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:42:02,11/10/2024 12:42,35.93999863,1015.468594,39.84960938
2024-10-11T04:57:30Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:57:30,11/10/2024 12:57,36.56999969,1015.144531,37.31738281
2024-10-11T05:12:58Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:12:58,11/10/2024 1:12,34.20000076,1015.135313,43.96191406
2024-10-11T05:28:26Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:28:26,11/10/2024 1:28,33.36000061,1014.842578,43.0546875
2024-10-11T05:43:54Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:43:54,11/10/2024 1:43,32.49000168,1014.732188,43.20898438
2024-10-11T05:59:22Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:59:22,11/10/2024 1:59,32.25999832,1014.717656,47.99902344
2024-10-11T06:14:50Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:14:50,11/10/2024 2:14,31.43000031,1014.745078,53.01464844
2024-10-11T06:30:18Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:30:18,11/10/2024 2:30,30.69000053,1014.755469,65.92675781
2024-10-11T06:45:52Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:45:52,11/10/2024 2:45,31.13999939,1014.652031,61.02441406
2024-10-11T07:01:15Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:01:15,11/10/2024 3:01,30.05999947,1014.44375,76.27148438
2024-10-11T07:16:42Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:16:42,11/10/2024 3:16,29.13999939,1014.611406,85.70605469
2024-10-11T07:32:10Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:32:10,11/10/2024 3:32,30.03000069,1014.535156,79.52050781
2024-10-11T07:47:38Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:47:38,11/10/2024 3:47,28.48999977,1014.602344,94.50878906
2024-10-11T08:03:07Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:03:07,11/10/2024 4:03,28.89999962,1014.602656,92.3125
2024-10-11T08:18:34Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:18:34,11/10/2024 4:18,27.75,1014.728594,100
2024-10-11T08:34:02Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:34:02,11/10/2024 4:34,27.95000076,1014.891406,100
2024-10-11T08:49:30Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:49:30,11/10/2024 4:49,28.10000038,1014.805156,98.67480469
2024-10-11T09:04:58Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:04:58,11/10/2024 5:04,27.75,1015.184375,100
2024-10-11T09:20:26Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:20:26,11/10/2024 5:20,25.96999931,1015.027344,100
2024-10-11T09:35:54Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:35:54,11/10/2024 5:35,25.56999969,1015.225156,100
2024-10-11T09:51:22Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:51:22,11/10/2024 5:51,25.37999916,1015.061484,100
2024-10-11T10:06:50Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:06:50,11/10/2024 6:06,24.39999962,1015.138125,100
2024-10-11T10:22:18Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:22:18,11/10/2024 6:22,23.23999977,1015.133594,100
2024-10-11T10:37:46Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:37:46,11/10/2024 6:37,22.60000038,1015.099375,100
2024-10-11T10:53:14Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:53:14,11/10/2024 6:53,22.13999939,1015.176016,100
2024-10-11T11:08:42Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:08:42,11/10/2024 7:08,22.12000084,1015.247109,100
2024-10-11T11:24:11Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:24:11,11/10/2024 7:24,21.71999931,1015.304531,100
2024-10-11T11:39:38Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:39:38,11/10/2024 7:39,21.54000092,1015.306719,100
2024-10-11T11:55:06Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:55:06,11/10/2024 7:55,22.38999939,1015.429688,100
2024-10-11T12:10:34Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:10:34,11/10/2024 8:10,22.13999939,1015.4775,100
2024-10-11T12:26:03Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:26:03,11/10/2024 8:26,21.64999962,1015.579766,100
2024-10-11T12:41:30Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:41:30,11/10/2024 8:41,20.07999992,1015.845313,100
2024-10-11T12:56:58Z_2hq3byfebne,2hq3byfebne,2024-11-10 12:56:58,11/10/2024 8:56,20.10000038,1015.659766,100
2024-10-11T13:12:26Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:12:26,11/10/2024 9:12,19.93000031,1015.46625,100
2024-10-11T13:27:55Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:27:55,11/10/2024 9:27,19.65999985,1015.4225,100
2024-10-11T13:43:22Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:43:22,11/10/2024 9:43,20.95000076,1015.284375,100
2024-10-11T13:58:50Z_2hq3byfebne,2hq3byfebne,2024-11-10 01:58:50,11/10/2024 9:58,20.68000031,1015.206797,100
2024-10-11T14:14:18Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:14:18,11/10/2024 10:14,21.05999947,1015.231094,100
2024-10-11T14:29:47Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:29:47,11/10/2024 10:29,21.05999947,1015.354688,100
2024-10-11T14:45:14Z_2hq3byfebne,2hq3byfebne,2024-11-10 02:45:14,11/10/2024 10:45,20.12000084,1015.359375,100
2024-10-11T15:00:48Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:00:48,11/10/2024 11:00,20.04999924,1015.377344,100
2024-10-11T15:16:16Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:16:16,11/10/2024 11:16,19.34000015,1015.22,100
2024-10-11T15:31:39Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:31:39,11/10/2024 11:31,18.95000076,1015.439844,100
2024-10-11T15:47:06Z_2hq3byfebne,2hq3byfebne,2024-11-10 03:47:06,11/10/2024 11:47,19.09000015,1015.44875,100
2024-10-11T16:02:34Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:02:34,12/10/2024 12:02,19.02000046,1015.448984,100
2024-10-11T16:18:02Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:18:02,12/10/2024 12:18,19.32999992,1015.449219,100
2024-10-11T16:33:31Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:33:31,12/10/2024 12:33,19.07999992,1015.24625,100
2024-10-11T16:48:58Z_2hq3byfebne,2hq3byfebne,2024-11-10 04:48:58,12/10/2024 12:48,19.29999924,1015.175859,100
2024-10-11T17:04:26Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:04:26,12/10/2024 1:04,19.79999924,1014.822188,100
2024-10-11T17:19:54Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:19:54,12/10/2024 1:19,19.37999916,1014.690781,100
2024-10-11T17:35:22Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:35:22,12/10/2024 1:35,19.51000023,1014.655469,100
2024-10-11T17:50:50Z_2hq3byfebne,2hq3byfebne,2024-11-10 05:50:50,12/10/2024 1:50,19.70999908,1014.601953,100
2024-10-11T18:06:18Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:06:18,12/10/2024 2:06,19.72999954,1014.531094,100
2024-10-11T18:21:46Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:21:46,12/10/2024 2:21,19.68000031,1014.646094,100
2024-10-11T18:37:14Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:37:14,12/10/2024 2:37,19.45999908,1014.673203,100
2024-10-11T18:52:42Z_2hq3byfebne,2hq3byfebne,2024-11-10 06:52:42,12/10/2024 2:52,19.57999992,1014.769688,100
2024-10-11T19:08:16Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:08:16,12/10/2024 3:08,19.62000084,1014.699219,100
2024-10-11T19:23:38Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:23:38,12/10/2024 3:23,19.60000038,1014.690313,100
2024-10-11T19:39:06Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:39:06,12/10/2024 3:39,19.37999916,1014.796563,100
2024-10-11T19:54:34Z_2hq3byfebne,2hq3byfebne,2024-11-10 07:54:34,12/10/2024 3:54,19.29000092,1014.946719,100
2024-10-11T20:10:02Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:10:02,12/10/2024 4:10,19.23999977,1014.999219,100
2024-10-11T20:25:30Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:25:30,12/10/2024 4:25,19.34000015,1015.140625,100
2024-10-11T20:40:58Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:40:58,12/10/2024 4:40,18.97999954,1015.166797,100
2024-10-11T20:56:27Z_2hq3byfebne,2hq3byfebne,2024-11-10 08:56:27,12/10/2024 4:56,18.75,1015.448359,100
2024-10-11T21:11:54Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:11:54,12/10/2024 5:11,18.60000038,1015.421719,100
2024-10-11T21:27:22Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:27:22,12/10/2024 5:27,18.29999924,1015.675625,100
2024-10-11T21:42:50Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:42:50,12/10/2024 5:42,18.47999954,1015.808672,100
2024-10-11T21:58:18Z_2hq3byfebne,2hq3byfebne,2024-11-10 09:58:18,12/10/2024 5:58,18.5,1016.099219,100
2024-10-11T22:13:46Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:13:46,12/10/2024 6:13,18.53000069,1016.284531,100
2024-10-11T22:29:14Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:29:14,12/10/2024 6:29,18.92000008,1016.52375,100
2024-10-11T22:44:42Z_2hq3byfebne,2hq3byfebne,2024-11-10 10:44:42,12/10/2024 6:44,18.57999992,1016.637031,100
2024-10-11T23:00:16Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:00:16,12/10/2024 7:00,18.67000008,1016.778281,100
2024-10-11T23:15:38Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:15:38,12/10/2024 7:15,18.85000038,1017.0525,100
2024-10-11T23:31:06Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:31:06,12/10/2024 7:31,19.29999924,1017.133438,100
2024-10-11T23:46:34Z_2hq3byfebne,2hq3byfebne,2024-11-10 11:46:34,12/10/2024 7:46,20.67000008,1017.168906,100
2024-10-12T00:02:02Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:02:02,12/10/2024 8:02,21.25,1017.219609,100
2024-10-12T00:17:31Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:17:31,12/10/2024 8:17,21.78000069,1017.207813,100
2024-10-12T00:32:58Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:32:58,12/10/2024 8:32,23.57999992,1017.125391,100
2024-10-12T00:48:26Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:48:26,12/10/2024 8:48,25.19000053,1017.246875,100
2024-10-12T01:03:54Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:03:54,12/10/2024 9:03,26.56999969,1017.355156,100
2024-10-12T01:19:22Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:19:22,12/10/2024 9:19,28.60000038,1017.175781,100
2024-10-12T01:34:50Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:34:50,12/10/2024 9:34,29.34000015,1017.120781,96.05859375
2024-10-12T01:50:18Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:50:18,12/10/2024 9:50,26.48999977,1017.233594,100
2024-10-12T02:05:46Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:05:46,12/10/2024 10:05,24.79999924,1017.281719,100
2024-10-12T02:21:14Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:21:14,12/10/2024 10:21,25.04999924,1017.410156,100
2024-10-12T02:36:42Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:36:42,12/10/2024 10:36,25.12999916,1017.470938,100
2024-10-12T02:52:10Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:52:10,12/10/2024 10:52,24.67000008,1017.231484,100
2024-10-12T03:07:38Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:07:38,12/10/2024 11:07,24.79000092,1017.1575,100
2024-10-12T03:23:06Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:23:06,12/10/2024 11:23,23.80999947,1017.112891,100
2024-10-12T03:38:34Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:38:34,12/10/2024 11:38,24.10000038,1017.045938,100
2024-10-12T03:54:02Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:54:02,12/10/2024 11:54,23.79000092,1017.006563,100
2024-10-12T04:09:30Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:09:30,12/10/2024 12:09,25.04000092,1016.911719,100
2024-10-12T04:24:59Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:24:59,12/10/2024 12:24,25.37999916,1016.807031,100
2024-10-12T04:40:26Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:40:26,12/10/2024 12:40,24.5,1016.771484,100
2024-10-12T04:55:54Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:55:54,12/10/2024 12:55,25.59000015,1016.614141,100
2024-10-12T05:11:22Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:11:22,12/10/2024 1:11,24.95999908,1016.735703,100
2024-10-12T05:26:53Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:26:53,12/10/2024 1:26,24.17000008,1016.475938,100
2024-10-12T05:42:18Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:42:18,12/10/2024 1:42,23.43000031,1016.302188,100
2024-10-12T05:57:46Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:57:46,12/10/2024 1:57,22.27000046,1016.441484,100
2024-10-12T06:13:14Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:13:14,12/10/2024 2:13,21.80999947,1016.242344,100
2024-10-12T06:28:42Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:28:42,12/10/2024 2:28,21.98999977,1016.231719,100
2024-10-12T06:44:10Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:44:10,12/10/2024 2:44,22.03000069,1016.213516,100
2024-10-12T06:59:38Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:59:38,12/10/2024 2:59,21.68000031,1016.199063,100
2024-10-12T07:15:06Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:15:06,12/10/2024 3:15,21.53000069,1016.138438,100
2024-10-12T07:30:34Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:30:34,12/10/2024 3:30,21.34000015,1016.16625,100
2024-10-12T07:46:09Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:46:09,12/10/2024 3:46,21.04000092,1016.097578,100
2024-10-12T08:01:30Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:01:30,12/10/2024 4:01,20.69000053,1016.249688,100
2024-10-12T08:17:04Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:17:04,12/10/2024 4:17,20.5,1016.144375,100
2024-10-12T08:32:26Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:32:26,12/10/2024 4:32,20.27000046,1016.330625,100
